"","Producto","Cant","Unidad","Valor Unitario","Valor Total","IGV","Importe Total","TOTAL","Entrega Emision GRE"
"","ZUMO DE LIMON CONGELADO X 8 UNID X 1 LITRO","10","CAJA","76","760","136.8","896.8","S/896.80",""
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","S/1,829.76","2/5/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","3","BOTELLA","14.7","44.1","7.94","52.04","","2/5/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","3","BOTELLA","14.7","44.1","7.94","52.04","","2/5/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","2/6/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","4","BOTELLA","14.7","58.8","10.58","69.38","","2/6/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","1","BOTELLA","14.7","14.7","2.65","17.35","","2/5/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","6","BOTELLA","14.7","88.2","15.88","104.08","","2/6/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","6","BOTELLA","14.7","88.2","15.88","104.08","","2/5/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","2/6/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","10","BOTELLA","14.7","147","26.46","173.46","","2/6/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","3","BOTELLA","14.7","44.1","7.94","52.04","","2/5/2025"
"","JARABE DE GRANADINA TASKY X 1 LITRO","2","BOTELLA","8.61","17.22","3.1","20.32","","2/5/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","12","BOTELLA","14.7","176.4","31.75","208.15","","2/5/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","2/5/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","6","BOTELLA","14.7","88.2","15.88","104.08","","2/5/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","24","BOTELLA","9.87","236.88","42.64","279.52","","2/6/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","6","BOTELLA","14.7","88.2","15.88","104.08","","2/6/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","48","BOTELLA","14.7","705.6","127.01","832.61","S/2,595.95","2/6/2025"
"","JARABE DE GRANADINA TASKY X 1 LITRO","24","BOTELLA","8.61","206.64","37.2","243.84","","2/6/2025"
"","JARABE DE GRANADA TASKY X 1 LITRO","24","BOTELLA","9.87","236.88","42.64","279.52","","2/6/2025"
"","JARABE DE MANZANA TASKY X 1 LITRO","36","BOTELLA","9.87","355.32","63.96","419.28","","2/6/2025"
"","JARABE DE GUAYABA TASKY X 1 LITRO","72","BOTELLA","9.66","695.52","125.19","820.71","","2/6/2025"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","19","CAJA","96","1,824.00","328.32","2,152.32","S/2,152.32","2/6/2025"
"","JARABE DE GUAYABA TASKY X 1 LITRO","6","BOTELLA","12.29","73.73","13.27","87","S/97.00","2/6/2025"
"","ENVIO","1","UNIDAD","8.47","8.47","1.53","10","","2/6/2025"
"","JARABE DE GRANADINA TASKY X 1 LITRO","6","BOTELLA","8.61","51.66","9.3","60.96","S/60.96","2/10/2025"
"","JARABE DE GRANADA TASKY X 1 LITRO","24","BOTELLA","12.4","297.6","53.57","351.17","S/351.17","2/10/2025"
"","ZUMO DE LIMON CONGELADO X 8 UNID X 1 LITRO","4","CAJA","96","384","69.12","453.12","S/453.12","2/11/2025"
"","ZUMO DE LIMON CONGELADO X 1 UNID X 5 KG","58","BOLSA","44","2,552.00","459.36","3,011.36","S/3,011.36","2/11/2025"
"","ZUMO DE LIMON CONGELADO X 8 UNID X 1 LITRO","1","CAJA","80","80","14.4","94.4","S/513.89","2/11/2025"
"","COMPOTA DE ARANDANOS BALDE X 5 KG","2","BALDE","61.5","123","22.14","145.14","","2/11/2025"
"","COMPOTA DE FRESA BALDE X 4.8 KG","5","BALDE","46.5","232.5","41.85","274.35","","2/11/2025"
"","COMPOTA DE FRESA BALDE X 4.8 KG","4","BALDE","46.5","186","33.48","219.48","S/219.48","2/11/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","S/1,083.13","2/11/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","10","BOTELLA","14.7","147","26.46","173.46","","2/11/2025"
"","JARABE DE GRANADA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","2/11/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","2/11/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","6","BOTELLA","14.7","88.2","15.88","104.08","","2/11/2025"
"","JARABE DE GRANADA TASKY X 1 LITRO","3","BOTELLA","9.87","29.61","5.33","34.94","","2/11/2025"
"","JARABE DE GRANADA TASKY X 1 LITRO","4","BOTELLA","9.87","39.48","7.11","46.59","",""
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","2/12/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","6","BOTELLA","14.7","88.2","15.88","104.08","","2/12/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","2/12/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","",""
"","JARABE DE GRANADINA TASKY X 1 LITRO","6","BOTELLA","8.61","51.66","9.3","60.96","","2/12/2025"
"","JARABE DE GRANADINA TASKY X 1 LITRO","24","BOTELLA","8.61","206.64","37.2","243.84","S/1,909.05","2/12/2025"
"","JARABE DE MANZANA TASKY X 1 LITRO","24","BOTELLA","9.87","236.88","42.64","279.52","","2/12/2025"
"","JARABE DE GUAYABA TASKY X 1 LITRO","24","BOTELLA","9.66","231.84","41.73","273.57","","2/12/2025"
"","JARABE DE GRANADA TASKY X 1 LITRO","24","BOTELLA","9.87","236.88","42.64","279.52","","2/12/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","48","BOTELLA","14.7","705.6","127.01","832.61","","2/12/2025"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","35","CAJA","96","3,360.00","604.8","3,964.80","S/3,964.80","2/12/2025"
"","PULPA DE LIMA TASKY X 1 LITRO","4","BOLSA","12.71","50.85","9.15","60","S/241.00","2/13/2025"
"","PULPA DE FRESA TASKY X 1 LITRO","4","BOLSA","8.98","35.93","6.47","42.4","","2/13/2025"
"","PULPA DE MARACUYA TASKY X 1 LITRO","8","BOLSA","12.03","96.27","17.33","113.6","","2/13/2025"
"","ENVIO","1","UNIDAD","21.19","21.19","3.81","25","","2/13/2025"
"","JARABE DE GRANADINA TASKY X 1 LITRO","2","BOTELLA","11","22","3.96","25.96","S/101.48","2/13/2025"
"","JARABE DE MANZANA TASKY X 1 LITRO","2","BOTELLA","14","28","5.04","33.04","","2/13/2025"
"","JARABE DE GOMA TASKY X 1 LITRO","2","BOTELLA","11","22","3.96","25.96","","2/13/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","1","BOTELLA","14","14","2.52","16.52","","2/13/2025"
"","PULPA DE PIÑA X 8 UNID X 1 KG","2","CAJA","82.85","165.69","29.83","195.52","S/195.52","2/15/2025"
"","MARACUYA","564","KILOGRAMO","4","2,256.00","","2,256.00","S/2,256.00","2/17/2025"
"","ZUMO DE LIMON CONGELADO X 8 UNID X 1 LITRO","3","CAJA","80","240","43.2","283.2","S/759.09","2/17/2025"
"","COMPOTA DE ARANDANOS BALDE X 5 KG","2","BALDE","61.5","123","22.14","145.14","","2/17/2025"
"","PULPA DE FRESA X 8 UNID X 1 KG","2","CAJA","70.4","140.8","25.34","166.14","","2/17/2025"
"","COMPOTA DE FRESA BALDE X 4.8 KG","3","BALDE","46.5","139.5","25.11","164.61","","2/17/2025"
"","COMPOTA DE FRESA BALDE X 4.8 KG","4","BALDE","46.5","186","33.48","219.48","S/219.48","2/17/2025"
"","PULPA DE PIÑA X 8 UNID X 1 KG","2","CAJA","82.85","165.69","29.83","195.52","S/195.52","2/18/2025"
"","JARABE DE MANZANA TASKY X 1 LITRO","9","BOTELLA","9.87","88.83","15.99","104.82","S/1,242.96","2/18/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","2/19/2025"
"","JARABE DE MANZANA TASKY X 1 LITRO","4","BOTELLA","9.87","39.48","7.11","46.59","","2/19/2025"
"","JARABE DE MANZANA TASKY X 1 LITRO","5","BOTELLA","9.87","49.35","8.88","58.23","","2/19/2025"
"","JARABE DE MANZANA TASKY X 1 LITRO","10","BOTELLA","9.87","98.7","17.77","116.47","","2/19/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","2/18/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","4","BOTELLA","14.7","58.8","10.58","69.38","","2/19/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","2/18/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","6","BOTELLA","14.7","88.2","15.88","104.08","","2/18/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","6","BOTELLA","14.7","88.2","15.88","104.08","","2/18/2025"
"","JARABE DE MANZANA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","2/19/2025"
"","JARABE DE GRANADA TASKY X 1 LITRO","4","BOTELLA","9.87","39.48","7.11","46.59","","2/19/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","10","BOTELLA","14.7","147","26.46","173.46","","2/19/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","S/2,601.90","2/19/2025"
"","JARABE DE GRANADINA TASKY X 1 LITRO","24","BOTELLA","8.61","206.64","37.2","243.84","","2/19/2025"
"","JARABE DE MANZANA TASKY X 1 LITRO","48","BOTELLA","9.87","473.76","85.28","559.04","","2/19/2025"
"","JARABE DE GUAYABA TASKY X 1 LITRO","48","BOTELLA","9.66","463.68","83.46","547.14","","2/19/2025"
"","JARABE DE GRANADA TASKY X 1 LITRO","24","BOTELLA","9.87","236.88","42.64","279.52","","2/19/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","48","BOTELLA","14.7","705.6","127.01","832.61","","2/19/2025"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","39","CAJA","96","3,744.00","673.92","4,417.92","S/4,417.92","2/19/2025"
"","PULPA DE FRESA TASKY X 1 LITRO","8","BOLSA","8.98","71.86","12.94","84.8","S/352.00","2/18/2025"
"","PULPA DE MARACUYA TASKY X 1 LITRO","16","BOLSA","12.03","192.54","34.66","227.2","","2/18/2025"
"","ENVIO","1","UNIDAD","33.9","33.9","6.1","40","","2/18/2025"
"","ZUMO DE LIMON CONGELADO X 1 UNID X 5 KG","62","BOLSA","44","2,728.00","491.04","3,219.04","S/3,219.04","2/21/2025"
"","PULPA DE CHIRIMOYA","1440","KILOGRAMO","4.67","6,720.00","","6,720.00","S/6,720.00","2/21/2025"
"","PULPA DE MARACUYA X 8 UNID X 1 LITRO","2","CAJA","112","224","40.32","264.32","S/345.50","2/21/2025"
"","PULPA DE MANGO X 8 UNID X 1 LITRO","1","CAJA","68.8","68.8","12.38","81.18","","2/21/2025"
"","ZUMO DE LIMON CONGELADO X 8 UNID X 1 LITRO","4","CAJA","96","384","69.12","453.12","S/453.12","2/20/2025"
"","MERMELADA DE ROCOTO TASKY X 5 KG","42","BOLSA","67.5","2,835.00","510.3","3,345.30","S/3,345.30","2/21/2025"
"","CONCENTRADO DE MANGO BOTELLA X 1 KG","3","BOTELLA","14","42","7.56","49.56","S/321.43","2/25/2025"
"","ZUMO DE LIMON CONGELADO X 8 UNID X 1 LITRO","2","CAJA","80","160","28.8","188.8","","2/25/2025"
"","PULPA DE FRESA X 8 UNID X 1 KG","1","CAJA","70.4","70.4","12.67","83.07","","2/25/2025"
"","COMPOTA DE FRESA BALDE X 4.8 KG","4","BALDE","46.5","186","33.48","219.48","S/285.56","2/25/2025"
"","CONCENTRADO DE MANGO BOTELLA X 1 KG","4","BOTELLA","14","56","10.08","66.08","","2/25/2025"
"","PULPA DE MARACUYA X 1 LITRO","5","BOLSA","11.31","56.56","10.18","66.74","S/209.62","2/25/2025"
"","PULPA DE PIÑA X 1 LITRO","3","BOLSA","10.36","31.07","5.59","36.66","","2/25/2025"
"","PULPA DE CHIRIMOYA X 1 LITRO","3","BOLSA","14.98","44.93","8.09","53.02","","2/25/2025"
"","PULPA DE MANGO X 1 LITRO","2","BOLSA","8.44","16.89","3.04","19.93","","2/25/2025"
"","PULPA DE LUCUMA X 1 LITRO","2","BOLSA","14.1","28.2","5.08","33.28","","2/25/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","S/698.80","2/26/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","2/26/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","2/26/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","2/26/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","2/26/2025"
"","PULPA DE PIÑA X 8 UNID X 1 KG","6","CAJA","82.85","497.08","89.48","586.56","S/1,407.36","2/26/2025"
"","PULPA DE ARANDANO X 8 UNID X 1 KG","6","CAJA","115.93","695.59","125.21","820.8","","2/26/2025"
"","ZUMO DE LIMON CONGELADO F X 8 UNID X 1 LITRO","10","CAJA","80","800","144","944","S/944.00","2/27/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","24","BOTELLA","14.7","352.8","63.5","416.3","S/975.34","2/27/2025"
"","JARABE DE MANZANA TASKY X 1 LITRO","24","BOTELLA","9.87","236.88","42.64","279.52","","2/27/2025"
"","JARABE DE GRANADA TASKY X 1 LITRO","24","BOTELLA","9.87","236.88","42.64","279.52","","2/27/2025"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","10","CAJA","96","960","172.8","1,132.80","S/1,132.80","2/27/2025"
"","PULPA DE FRESA TASKY X 1 LITRO","4","BOLSA","8.98","35.93","6.47","42.4","S/337.00","2/26/2025"
"","PULPA DE MANGO TASKY X 1 LITRO","4","BOLSA","8.98","35.93","6.47","42.4","","2/26/2025"
"","PULPA DE MARACUYA TASKY X 1 LITRO","16","BOLSA","12.03","192.54","34.66","227.2","","2/26/2025"
"","ENVIO","1","UNIDAD","21.19","21.19","3.81","25","","2/26/2025"
"","PULPA DE LIMON CONGELADA X 8 UNID X 1 LITRO","601","BOLSAS","10","6,010.00","1,081.80","7,091.80","S/7,091.80","3/3/2025"
"","ZUMO DE LIMON CONGELADO X 8 UNID X 1 LITRO","2","CAJA","80","160","28.8","188.8","S/353.41","3/5/2025"
"","COMPOTA DE FRESA BALDE X 4.8 KG","3","BALDE","46.5","139.5","25.11","164.61","","3/5/2025"
"","COMPOTA DE ARANDANOS BALDE X 5 KG","1","BALDE","61.5","61.5","11.07","72.57","S/292.05","3/5/2025"
"","COMPOTA DE FRESA BALDE X 4.8 KG","4","BALDE","46.5","186","33.48","219.48","","3/5/2025"
"","ZUMO DE LIMON CONGELADO X 8 UNID X 1 LITRO","4","CAJA","96","384","69.12","453.12","S/453.12","3/4/2025"
"","ZUMO DE LIMON CONGELADO X 1 UNID X 5 KG","60","BOLSA","44","2,640.00","475.2","3,115.20","S/3,115.20","3/5/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","S/1,300.95","3/4/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","3/6/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","8","BOTELLA","14.7","117.6","21.17","138.77","","3/6/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","3/4/2025"
"","JARABE DE MANZANA TASKY X 1 LITRO","10","BOTELLA","9.87","98.7","17.77","116.47","","3/4/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","10","BOTELLA","14.7","147","26.46","173.46","","3/4/2025"
"","JARABE DE MANZANA TASKY X 1 LITRO","10","BOTELLA","9.87","98.7","17.77","116.47","","3/6/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","10","BOTELLA","14.7","147","26.46","173.46","","3/6/2025"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","3/5/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","3/4/2025"
"","JARABE DE GRANADA TASKY X 1 LITRO","24","BOTELLA","12.4","297.6","53.57","351.17","S/1,059.17","3/4/2025"
"","JARABE DE MANZANA TASKY X 1 LITRO","24","BOTELLA","12.5","300","54","354","","3/4/2025"
"","JARABE DE GUAYABA TASKY X 1 LITRO","24","BOTELLA","12.5","300","54","354","","3/4/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","4","BOTELLA","15.25","61.01","10.98","71.99","S/172.40","3/5/2025"
"","JARABE DE GOMA TASKY X 1 LITRO","4","BOTELLA","8.98","35.93","6.47","42.4","","3/5/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","4","BOTELLA","12.29","49.16","8.85","58.01","","3/5/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","24","BOTELLA","9.87","236.88","42.64","279.52","S/1,528.43","3/6/2025"
"","JARABE DE GRANADA TASKY X 1 LITRO","24","BOTELLA","9.87","236.88","42.64","279.52","","3/6/2025"
"","JARABE DE MANZANA TASKY X 1 LITRO","24","BOTELLA","9.87","236.88","42.64","279.52","","3/6/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","24","BOTELLA","14.7","352.8","63.5","416.3","","3/6/2025"
"","JARABE DE GUAYABA TASKY X 1 LITRO","24","BOTELLA","9.66","231.84","41.73","273.57","","3/6/2025"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","7","CAJA","96","672","120.96","792.96","S/792.96","3/6/2025"
"","PULPA DE FRESA TASKY X 1 LITRO","6","BOLSA","8.98","53.9","9.7","63.6","S/354.80","3/6/2025"
"","PULPA DE MANGO TASKY X 1 LITRO","6","BOLSA","8.98","53.9","9.7","63.6","","3/6/2025"
"","PULPA DE MARACUYA TASKY X 1 LITRO","8","BOLSA","12.03","96.27","17.33","113.6","","3/6/2025"
"","PULPA DE LIMA TASKY X 1 LITRO","4","BOLSA","12.71","50.85","9.15","60","","3/6/2025"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","12.29","24.58","4.42","29","","3/6/2025"
"","ENVIO","1","UNIDAD","21.19","21.19","3.81","25","","3/6/2025"
"","PULPA DE MANGO TASKY X 1 LITRO","88","BOLSA","8.45","743.53","133.83","877.36","S/1,488.36","3/6/2025"
"","PULPA DE PIÑA TASKY X 1 LITRO","50","BOLSA","10.36","517.8","93.2","611","","3/6/2025"
"","PULPA DE MARACUYA X 8 UNID X 1 KG","2","CAJA","92","184","33.12","217.12","S/376.42","3/5/2025"
"","RELLENO DE FRESA X 3 UNID X 5 KG","1","CAJA","135","135","24.3","159.3","","3/5/2025"
"","PULPA DE PIÑA X 8 UNID X 1 KG","6","CAJA","82.85","497.08","89.48","586.56","S/1,407.36","3/6/2025"
"","PULPA DE ARANDANO X 8 UNID X 1 KG","6","CAJA","115.93","695.59","125.21","820.8","","3/6/2025"
"","CONCENTRADO DE MANGO BOTELLA X 1 KG","2","BOTELLA","14","28","5.04","33.04","S/210.51","3/12/2025"
"","ZUMO DE LIMON CONGELADO X 8 UNID X 1 LITRO","1","CAJA","80","80","14.4","94.4","","3/12/2025"
"","PULPA DE FRESA X 8 UNID X 1 KG","1","CAJA","70.4","70.4","12.67","83.07","","3/12/2025"
"","COMPOTA DE FRESA BALDE X 4.8 KG","4","BALDE","46.5","186","33.48","219.48","S/219.48","3/12/2025"
"","COMPOTA DE ARANDANOS BALDE X 5 KG","1","BALDE","61.5","61.5","11.07","72.57","S/72.57","3/11/2025"
"","PULPA DE MARACUYA X 8 UNID X 1 KG","1","CAJA","92","92","16.56","108.56","S/108.56","3/14/2025"
"","ZUMO DE LIMON CONGELADO X 1 UNID X 5 KG","60","BOLSA","44","2,640.00","475.2","3,115.20","S/3,115.20","3/14/2025"
"","JARABE DE MANZANA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","S/1,617.39","3/12/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","6","BOTELLA","14.7","88.2","15.88","104.08","","3/12/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","9","BOTELLA","14.7","132.3","23.81","156.11","","3/12/2025"
"","JARABE DE MANZANA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","3/13/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","4","BOTELLA","14.7","58.8","10.58","69.38","","3/13/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","3/12/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","6","BOTELLA","14.7","88.2","15.88","104.08","","3/12/2025"
"","JARABE DE MANZANA TASKY X 1 LITRO","5","BOTELLA","9.87","49.35","8.88","58.23","","3/13/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","5","BOTELLA","14.7","73.5","13.23","86.73","","3/13/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","8","BOTELLA","14.7","117.6","21.17","138.77","","3/13/2025"
"","JARABE DE MANZANA TASKY X 1 LITRO","8","BOTELLA","9.87","78.96","14.21","93.17","","3/13/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","8","BOTELLA","14.7","117.6","21.17","138.77","","3/13/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","3/12/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","3","BOTELLA","14.7","44.1","7.94","52.04","","3/12/2025"
"","JARABE DE MANZANA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","3/13/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","10","BOTELLA","14.7","147","26.46","173.46","","3/13/2025"
"","PULPA DE MARACUYA X 1 LITRO","4","BOLSA","11.31","45.25","8.14","53.39","S/225.05","3/12/2025"
"","PULPA DE PIÑA X 1 LITRO","2","BOLSA","10.36","20.71","3.73","24.44","","3/12/2025"
"","PULPA DE CHIRIMOYA X 1 LITRO","2","BOLSA","14.98","29.95","5.39","35.34","","3/12/2025"
"","PULPA DE MANGO X 1 LITRO","6","BOLSA","8.44","50.66","9.12","59.78","","3/12/2025"
"","PULPA DE LUCUMA X 1 LITRO","2","BOLSA","14.1","28.2","5.08","33.28","","3/12/2025"
"","RELLENO DE MARACUYA BOLSA X 1 KG","2","BOLSA","7.97","15.94","2.87","18.81","","3/12/2025"
"","PULPA DE FRESA TASKY X 1 LITRO","12","BOLSA","8.98","107.8","19.4","127.2","S/666.10","3/13/2025"
"","PULPA DE MANGO TASKY X 1 LITRO","12","BOLSA","8.98","107.8","19.4","127.2","","3/13/2025"
"","PULPA DE MARACUYA TASKY X 1 LITRO","16","BOLSA","12.03","192.54","34.66","227.2","","3/13/2025"
"","PULPA DE LIMA TASKY X 1 LITRO","8","BOLSA","12.71","101.69","18.31","120","","3/13/2025"
"","JARABE DE GRANADA TASKY X 1 LITRO","1","BOLSA","12.29","12.29","2.21","14.5","","3/13/2025"
"","ENVIO","1","UNIDAD","42.37","42.37","7.63","50","","3/13/2025"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","36","BOTELLA","9.87","355.32","63.96","419.28","S/5,657.77","3/13/2025"
"","JARABE DE GRANADINA TASKY X 1 LITRO","12","BOTELLA","8.61","103.32","18.6","121.92","","3/13/2025"
"","JARABE DE MANZANA TASKY X 1 LITRO","48","BOTELLA","9.87","473.76","85.28","559.04","","3/13/2025"
"","JARABE DE GUAYABA TASKY X 1 LITRO","24","BOTELLA","9.66","231.84","41.73","273.57","","3/13/2025"
"","JARABE DE GRANADA TASKY X 1 LITRO","24","BOTELLA","9.87","236.88","42.64","279.52","","3/13/2025"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","48","BOTELLA","14.7","705.6","127.01","832.61","","3/15/2025"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","28","CAJA","96","2,688.00","483.84","3,171.84","","3/13/2025"
"","PULPA DE MARACUYA X 1 KG","100","BOLSAS","14","1,400.00","252","1,652.00","S/1,652.00","3/13/2025"
"","PULPA DE LIMON CONGELADA X 1 UNID X 5 KG","158","BOLSA","50","7,900.00","1,422.00","9,322.00","S/19,706.00","3/7/2025"
"","PULPA DE LIMON CONGELADA X 1 UNID X 5 KG","131","BOLSA","50","6,550.00","1,179.00","7,729.00","","3/10/2025"
"","PULPA DE LIMON CONGELADA X 1 UNID X 5 KG","45","BOLSA","50","2,250.00","405","2,655.00","","3/17/2025"
"","PULPA DE MARACUYA X 8 UNID X 1 KG","2","CAJA","112","224","40.32","264.32","S/345.50","3/17/2025"
"","PULPA DE MANGO X 8 UNID X 1 KG","1","CAJA","68.8","68.8","12.38","81.18","","3/17/2025"
"","COMPOTA DE ARANDANOS BALDE X 5 KG","2","BALDE","61.5","123","22.14","145.14","S/739.62","3/19/2025"
"","CONCENTRADO DE ARANDANOS BOTELLA X 1 KG","1","BOTELLA","17","17","3.06","20.06","","3/19/2025"
"","ZUMO DE LIMON CONGELADO X 8 UNID X 1 LITRO","2","CAJA","80","160","28.8","188.8","","3/19/2025"
"","PULPA DE FRESA X 8 UNID X 1 KG","2","CAJA","70.4","140.8","25.34","166.14","","3/19/2025"
"","COMPOTA DE FRESA BALDE X 4.8 KG","4","BALDE","46.5","186","33.48","219.48","","3/19/2025"
"","COMPOTA DE ARANDANOS BALDE X 5 KG","1","BALDE","61.5","61.5","11.07","72.57","S/752.25","3/19/2025"
"","JARABE DE GRANADINA TASKY X 1 LITRO","12","BOTELLA","9","108","19.44","127.44","","3/19/2025"
"","PULPA DE MARACUYA X 8 UNID X 1 KG","1","CAJA","96","96","17.28","113.28","","3/19/2025"
"","COMPOTA DE FRESA BALDE X 4.8 KG","8","BALDE","46.5","372","66.96","438.96","","3/19/2025"
"","ZUMO DE LIMON CONGELADO X 1 UNID X 5 KG","60","BOLSA","44","2,640.00","475.2","3,115.20","S/3,115.20","3/18/2025"
